valid_date,latitude,longitude,region_id,rain_observed,temp_observed,mslp_observed,rh_observed,wind_observed,cape_observed
2021-06-16,20.74,81.97,CI,1.34,25.28,1012.01,66.82,7.02,977.0
2021-04-01,12.69,76.39,SP,2.99,27.39,1006.9,60.25,5.26,518.9
2022-12-15,34.63,68.55,NW,7.45,30.83,1011.11,47.02,5.85,483.7
2021-02-08,13.59,77.42,SP,1.14,30.06,1012.66,58.93,7.88,720.2
2024-02-24,16.78,76.67,WG,10.98,24.64,1011.22,58.79,3.53,642.6
2021-06-22,17.0,74.49,WG,117.74,24.02,1002.54,98.68,12.6,3354.1
2022-10-15,25.96,76.06,NW,10.31,28.06,1008.41,74.66,6.32,336.5
2023-01-24,24.92,85.9,NE,12.14,22.05,1008.35,48.3,5.75,452.5
2024-05-28,23.75,76.92,CI,4.36,25.18,1014.84,45.36,3.21,937.2
2023-12-18,18.39,83.03,CI,2.26,28.78,1008.51,70.37,4.61,833.7
2022-04-21,11.86,76.55,SP,4.5,26.68,1013.99,55.67,7.13,842.0
2022-04-01,16.6,76.49,WG,0.15,26.0,1012.01,64.38,7.96,939.9
2023-04-09,21.0,93.25,NE,1.1,31.02,1012.87,52.32,7.9,706.6
2023-06-14,27.52,87.52,NE,4.13,27.11,1008.77,53.29,4.96,761.7
2024-10-16,25.16,86.07,NE,5.46,23.55,1010.85,74.38,7.37,716.3
2023-10-22,13.97,79.66,SP,74.55,28.79,970.4,93.33,25.84,2691.4
2022-01-22,18.87,82.16,CI,9.03,25.41,1012.44,73.75,4.83,608.6
2021-12-14,27.56,89.16,NE,9.3,23.13,1007.49,73.37,4.58,882.5
2021-07-09,13.52,75.0,SP,1.52,26.95,1010.1,51.41,6.13,796.1
2022-05-20,15.45,78.03,SP,0.45,22.91,1014.69,50.55,3.45,463.7
2024-04-29,32.06,74.65,NW,1.41,23.7,1006.42,46.92,7.71,814.8
2024-10-24,17.18,87.71,EC,9.35,25.58,1014.06,42.48,4.72,1036.7
2024-12-03,26.18,95.89,NE,6.88,28.68,1011.04,42.88,7.25,514.5
2023-04-04,17.41,81.54,EC,2.49,23.14,1012.71,70.8,6.25,622.3
2023-07-18,25.31,80.82,CI,79.48,29.64,989.4,90.67,16.09,3344.5
2023-07-23,13.59,80.42,SP,0.61,28.47,1010.81,49.99,5.04,373.3
2024-02-15,21.64,90.14,NE,20.16,22.39,1012.68,62.86,6.38,873.9
2021-05-14,10.87,75.34,WG,4.13,26.17,1014.33,52.98,3.96,348.7
2021-02-27,24.45,83.66,CI,0.84,24.87,1011.86,48.28,4.66,386.1
2022-11-16,29.91,75.86,NW,20.07,12.36,1008.39,83.78,12.56,654.1
2022-11-03,35.92,74.83,NW,55.03,17.41,1006.27,76.33,14.16,1052.6
2021-06-22,13.67,85.47,EC,18.06,32.76,1009.81,58.62,3.13,740.3
2023-03-26,15.76,80.43,SP,0.08,22.41,1011.01,71.42,7.82,960.5
2024-03-18,18.07,87.98,EC,3.5,30.22,1011.1,60.44,3.35,341.1
2021-03-21,10.4,73.61,WG,9.5,23.6,1011.05,60.69,4.75,1081.7
2023-06-05,19.43,73.11,WG,116.08,28.82,1000.52,93.28,19.63,3035.7
2024-05-21,26.48,72.21,NW,2.76,28.24,1014.09,46.68,5.29,502.9
2021-07-22,26.01,92.25,NE,4.76,28.44,1007.18,69.07,3.61,458.9
2023-02-03,27.8,77.21,NW,10.08,24.98,1007.83,47.67,6.26,1046.8
2024-06-06,35.9,71.92,NW,9.25,32.19,1006.55,73.68,8.85,2166.9
2024-06-04,13.21,75.66,WG,6.01,29.56,1011.72,48.27,7.64,1193.0
2024-11-26,18.29,83.44,EC,1.52,28.11,1008.86,65.89,4.36,847.8
2021-02-16,12.97,74.07,WG,20.6,23.13,1013.57,68.76,6.88,300.3
2024-06-10,9.88,77.52,SP,5.34,22.75,1012.92,66.44,5.65,768.8
2024-08-21,16.24,75.84,WG,15.84,22.96,1008.82,47.35,5.98,321.3
2024-03-12,17.35,74.19,WG,2.73,32.57,1008.66,45.31,5.54,650.6
2024-12-09,33.94,68.07,NW,14.55,11.07,1011.95,79.32,14.02,890.0
2024-10-28,25.05,94.53,NE,15.6,23.27,1010.5,65.92,7.38,1091.4
2024-07-06,32.19,72.74,NW,12.51,33.6,1006.43,65.99,8.51,2044.8
2022-10-18,23.16,83.07,CI,2.67,24.76,1007.5,66.27,6.16,951.5
2022-04-16,14.8,76.1,WG,7.99,26.89,1010.19,58.65,3.64,332.8
2023-08-29,19.77,75.68,WG,69.31,27.73,1000.89,98.47,12.75,3463.8
2023-11-02,22.59,74.37,CI,0.2,28.4,1008.17,62.01,4.04,830.9
2024-09-15,12.49,75.04,WG,2.55,29.78,1012.22,62.5,7.94,853.2
2023-01-06,17.57,74.47,WG,1.7,25.03,1011.94,43.62,4.13,308.1
2023-02-23,15.68,76.49,SP,9.24,27.63,1010.6,49.99,7.19,736.2
2023-08-26,16.93,74.39,WG,25.81,29.59,1013.32,69.77,3.6,786.6
2021-12-24,21.89,82.03,CI,2.35,32.97,1006.38,41.19,7.89,690.8
2023-08-30,27.85,68.97,NW,4.33,25.13,1011.49,70.83,5.21,1067.8
2024-12-02,14.24,74.88,WG,4.77,24.86,1013.03,55.49,4.39,1028.1
2022-10-30,27.78,96.62,NE,1.99,30.88,1011.44,48.62,7.48,367.6
2022-01-08,18.44,79.92,CI,6.3,26.21,1013.74,67.84,6.42,1133.5
2023-10-29,18.49,88.87,EC,23.33,22.27,1009.11,66.19,4.4,673.2
2024-02-20,15.54,78.92,SP,3.57,31.64,1013.96,59.22,4.32,737.7
2024-10-03,22.17,75.62,CI,3.9,22.98,1013.09,42.41,4.17,680.2
2022-11-07,28.99,73.85,NW,8.34,30.34,1013.99,45.09,3.78,902.1
2021-03-31,23.8,80.35,CI,3.2,23.98,1010.85,48.99,6.46,1072.2
2022-11-29,18.86,83.86,EC,252.96,26.05,977.03,97.56,33.59,4075.1
2024-09-01,13.82,75.79,SP,56.65,32.9,1005.03,71.89,12.26,2415.2
2024-04-16,22.38,86.95,NE,0.13,27.56,1010.12,47.88,3.48,605.3
2022-06-24,20.8,80.68,EC,23.99,26.31,1010.1,73.87,6.66,527.8
2023-01-02,24.41,76.34,CI,3.09,29.72,1011.21,58.17,7.66,416.7
2023-05-19,16.15,88.24,EC,98.23,27.78,970.86,90.77,48.47,3129.8
2021-02-10,22.69,76.1,CI,8.28,30.59,1007.26,44.94,4.89,811.7
2023-01-10,23.41,96.05,NE,8.77,26.69,1010.82,70.86,5.96,833.1
2022-05-17,24.63,92.04,NE,5.54,29.26,1011.51,55.74,3.45,632.0
2023-08-17,29.98,71.78,NW,0.46,32.61,1006.83,84.52,9.49,1497.4
2024-03-14,22.9,93.23,NE,11.58,22.25,1007.33,41.51,5.43,643.6
2024-05-09,16.62,73.74,WG,3.73,32.56,1013.52,72.62,3.92,611.7
2023-07-18,19.68,87.69,EC,21.2,30.62,995.31,93.04,23.2,3726.0
2022-04-06,21.13,81.45,EC,6.54,29.83,1006.12,67.43,5.5,1087.2
2023-01-02,20.43,82.6,CI,2.76,32.26,1014.15,63.08,5.14,345.7
2023-01-22,22.69,85.04,NE,13.42,30.16,1011.24,54.1,5.26,937.3
2023-07-14,35.32,71.26,NW,1.37,24.18,1009.12,41.04,6.34,703.4
2023-06-28,29.39,72.46,NW,12.5,33.36,1006.93,76.8,9.34,2505.8
2024-06-30,35.03,71.38,NW,3.95,32.06,1013.01,74.48,4.66,862.4
2022-01-25,15.14,78.39,SP,4.67,28.27,1014.4,44.43,5.58,323.3
2023-06-02,14.33,73.97,WG,6.74,25.39,1013.02,69.9,3.38,466.1
2021-09-13,23.07,92.49,NE,2.88,26.42,1008.29,72.78,5.67,891.3
2022-12-10,29.81,77.11,NW,4.71,30.25,1013.5,74.47,4.96,879.3
2022-03-26,13.9,74.8,WG,0.43,25.49,1006.24,48.14,3.81,950.0
2021-01-10,15.58,87.1,EC,4.66,27.1,1006.74,40.68,5.18,530.1
2023-04-04,21.4,76.69,CI,4.3,28.84,1013.46,69.35,5.69,1116.1
2023-03-09,28.33,92.16,NE,1.68,32.26,1014.8,74.51,3.32,302.1
2024-06-19,26.03,92.33,NE,2.58,22.64,1013.27,57.66,4.48,349.5
2024-06-28,13.75,76.72,SP,0.22,26.35,1007.55,70.76,6.81,1196.1
2023-05-27,11.37,87.3,EC,11.62,31.84,1007.57,62.69,6.0,1126.1
2023-10-26,22.1,93.66,NE,8.94,30.59,1008.92,44.35,4.85,487.6
2024-02-17,8.66,77.06,SP,3.69,30.0,1008.09,63.03,3.35,1126.1
2023-10-13,8.5,77.87,SP,3.71,28.36,1008.24,59.18,4.44,655.1
2022-01-09,13.23,75.94,SP,1.3,31.77,1009.13,62.95,6.62,403.4
2023-12-25,24.16,96.16,NE,0.16,32.3,1006.6,66.67,6.86,899.5
2021-05-26,24.76,94.63,NE,2.04,27.74,1013.56,64.46,7.84,708.9
2021-08-12,28.88,96.69,NE,9.4,27.18,1014.94,71.37,4.49,1158.3
2024-06-16,18.78,73.93,WG,3.28,24.18,1013.98,50.97,4.76,1195.3
2021-06-26,15.7,79.47,SP,17.68,26.96,1008.47,57.53,4.91,807.8
2023-05-03,18.05,72.57,WG,28.18,31.88,1010.51,46.13,3.25,443.6
2024-07-29,25.63,81.78,CI,5.41,30.21,1012.74,73.39,6.53,999.8
2021-03-04,27.53,85.98,NE,4.3,26.7,1013.41,62.37,5.68,499.1
2024-05-25,13.56,88.66,EC,2.06,28.63,1011.31,56.24,3.51,1071.4
2023-04-07,30.51,71.98,NW,1.17,45.78,1003.56,25.35,8.07,1395.4
2023-03-06,24.72,74.87,CI,1.68,29.48,1008.33,54.66,3.19,633.9
2022-11-20,29.42,71.76,NW,10.53,23.58,1013.04,46.13,4.42,813.0
2021-04-15,28.55,71.08,NW,0.34,24.74,1012.89,43.19,6.39,434.9
2024-01-28,22.79,87.07,NE,4.96,22.08,1008.56,44.55,6.42,879.7
2022-05-26,18.04,88.27,EC,212.83,27.65,975.71,91.04,49.86,2969.4
2022-01-20,30.62,70.98,NW,29.86,8.03,1009.25,76.13,15.94,532.0
2022-02-09,9.27,79.57,SP,2.87,24.18,1012.73,50.59,5.35,1145.4
2023-04-03,36.63,71.49,NW,17.63,31.6,1007.5,56.87,6.57,959.6
2022-06-02,20.33,80.01,CI,10.31,28.05,1006.38,46.89,4.64,956.0
2022-04-21,19.53,84.1,EC,4.52,31.92,1012.37,60.8,7.62,1110.1
2022-12-10,17.93,86.45,EC,1.97,30.89,1009.36,54.58,3.02,508.0
2023-02-10,36.49,69.65,NW,4.72,29.85,1014.62,41.02,4.89,936.5
2024-12-31,21.97,83.53,EC,4.15,23.47,1006.14,46.31,7.69,839.4
2023-11-13,23.79,79.72,CI,0.65,30.35,1008.11,46.72,4.37,532.5
2023-09-24,21.89,80.98,CI,7.34,28.2,1010.94,50.47,6.47,796.7
2022-11-08,21.17,75.26,CI,1.43,29.02,1014.64,51.47,4.85,786.5
2022-12-15,11.91,77.87,SP,83.67,26.2,983.69,97.94,28.55,3679.4
2021-03-24,22.72,96.23,NE,0.47,22.73,1013.2,56.47,7.63,730.3
2024-03-14,26.96,72.09,NW,6.11,30.88,1009.88,59.42,7.67,368.3
2024-01-14,12.7,84.82,EC,0.32,27.82,1011.0,61.24,7.04,1018.4
2024-01-07,20.46,78.89,CI,0.44,22.11,1012.16,46.4,5.64,508.5
2022-04-02,26.92,68.54,NW,6.85,31.18,1009.92,47.86,6.3,616.2
2021-01-01,34.13,74.41,NW,9.42,13.89,1008.93,68.96,8.72,471.2
2021-02-20,23.9,85.57,NE,14.14,29.72,1014.39,72.76,6.35,1133.3
2022-11-16,14.92,75.93,SP,195.39,26.53,982.48,99.43,33.21,3669.5
2022-12-18,21.24,84.31,EC,4.64,26.44,1010.53,69.74,7.12,655.4
2022-03-25,10.72,79.08,SP,11.42,25.09,1014.59,40.65,5.51,994.4
2023-05-31,20.65,83.34,EC,339.4,29.94,973.63,98.85,31.65,3950.9
2022-05-03,21.26,78.33,CI,6.27,32.52,1009.39,42.73,4.0,956.3
2021-02-03,25.38,80.93,CI,11.37,32.89,1013.12,40.66,6.67,1044.8
2024-10-03,27.22,69.85,NW,48.74,25.57,1006.32,53.69,4.06,1175.3
2021-04-05,13.53,82.37,EC,3.23,29.39,1014.75,42.15,4.1,680.3
2024-01-01,13.53,85.93,EC,34.74,23.37,1011.16,45.67,4.24,656.6
2021-06-03,8.93,77.13,SP,2.18,29.99,1008.68,61.91,3.23,940.8
2021-09-07,23.0,76.91,CI,3.41,28.02,1009.54,47.74,4.2,749.9
2022-11-05,8.78,72.87,WG,5.03,24.18,1011.85,56.02,3.53,1143.8
2022-03-14,25.64,76.36,NW,18.41,31.17,1009.31,41.13,5.18,718.6
2021-04-28,18.24,80.58,EC,7.96,29.77,1009.82,74.2,3.56,1112.2
2023-02-10,24.32,88.34,NE,4.57,30.47,1012.86,66.4,3.83,779.2
2024-08-22,25.91,91.27,NE,4.09,27.18,1007.51,53.47,5.59,915.8
2021-09-25,13.77,73.92,WG,124.95,26.12,1002.94,98.13,14.15,3745.3
2023-12-14,19.1,81.42,CI,13.86,22.29,1014.56,54.44,7.75,1078.0
2021-08-24,25.04,83.44,CI,6.32,22.63,1014.26,47.21,7.6,486.2
2022-01-24,18.47,81.4,CI,2.87,28.94,1010.93,49.85,5.04,753.1
2023-09-17,13.81,80.21,SP,30.82,27.52,1013.69,45.15,7.8,811.3
2023-02-02,23.15,93.91,NE,1.94,28.71,1008.73,44.83,7.15,735.0
2022-02-05,18.44,80.31,CI,3.53,23.07,1009.06,64.15,3.93,1141.8
2022-09-16,23.98,94.23,NE,2.98,30.59,1007.69,66.86,3.59,378.6
2023-02-06,18.36,74.14,WG,1.34,29.48,1011.79,52.44,3.48,862.0
2024-08-19,30.83,69.17,NW,4.66,29.11,1009.14,71.99,6.4,798.9
2023-07-08,11.34,76.98,SP,11.11,27.29,1014.65,59.5,3.25,742.1
2024-05-15,13.01,88.05,EC,10.21,29.1,1008.79,63.68,3.23,616.3
2024-06-06,9.78,75.36,WG,0.54,25.29,1012.32,52.9,4.09,432.4
2023-05-03,28.57,95.94,NE,0.9,31.94,1013.79,58.19,3.16,1162.4
2022-08-01,17.52,73.29,WG,56.58,26.77,999.72,92.46,13.79,3041.3
2021-03-16,19.99,82.49,EC,2.17,29.98,1007.22,40.72,4.86,1011.8
2022-03-11,15.38,78.9,SP,1.47,25.62,1014.2,63.18,7.88,804.8
2021-04-13,34.21,68.85,NW,1.79,45.52,1001.66,25.29,5.43,882.9
2024-12-16,17.41,87.39,EC,104.38,28.25,975.48,96.89,28.92,4235.0
2023-02-03,14.89,75.16,SP,10.43,30.11,1006.32,67.38,6.7,318.3
2023-01-08,28.98,85.52,NE,2.18,26.96,1008.3,45.5,4.27,985.9
2023-03-17,17.76,86.24,EC,2.59,31.99,1008.57,50.26,5.67,341.1
2024-08-22,9.29,72.72,WG,109.14,26.87,998.32,95.48,11.36,2923.2
2021-04-08,24.28,77.85,CI,1.81,25.4,1014.62,67.57,3.6,584.6
2023-03-09,9.29,75.93,WG,10.41,29.74,1010.74,71.51,4.81,368.5
2024-09-20,28.22,92.05,NE,3.2,32.36,1006.21,65.17,4.26,381.9
2023-05-09,26.1,68.15,NW,1.67,31.28,1010.89,61.43,7.73,656.8
2022-03-11,18.71,84.95,EC,2.15,27.52,1010.2,40.25,7.29,359.4
2022-03-23,32.46,76.13,NW,7.62,24.71,1011.77,66.31,5.53,1135.7
2024-08-24,24.69,86.49,NE,8.51,32.39,1008.9,41.44,5.75,308.2
2021-09-06,21.34,84.91,EC,5.32,30.9,1011.57,42.11,5.93,461.8
2021-06-15,12.92,80.13,SP,2.31,26.43,1008.22,55.65,6.81,509.9
2023-09-11,15.45,78.15,SP,2.65,27.62,1011.89,59.85,6.25,1184.1
2024-09-20,11.57,76.99,WG,0.65,27.58,1006.4,41.76,4.76,952.2
2023-10-17,16.17,74.34,WG,5.41,31.24,1010.32,69.63,3.28,591.2
2022-06-26,25.76,89.99,NE,32.1,28.34,1002.62,83.99,11.85,1892.4
2023-01-29,15.11,77.65,SP,4.62,25.44,1011.78,56.85,7.59,425.4
2024-02-04,20.06,87.56,EC,9.07,23.41,1011.05,54.21,7.1,1145.2
2021-03-22,14.59,78.97,SP,5.04,27.77,1006.49,57.45,3.1,665.3
2021-05-13,18.26,74.24,WG,8.63,32.63,1012.61,67.47,7.25,338.4
2023-03-08,21.97,95.11,NE,8.94,31.67,1012.16,54.2,4.5,472.7
2023-06-19,11.99,75.7,SP,12.64,25.76,1006.51,65.42,3.43,405.1
2021-05-18,21.98,86.91,NE,6.72,24.2,1013.66,44.96,4.17,871.2
2021-07-03,14.01,78.91,SP,6.02,27.02,1007.42,56.09,4.7,693.0
2024-11-25,26.65,76.47,NW,0.93,25.26,1012.0,63.42,4.32,819.4
2024-09-15,10.25,79.36,SP,4.62,32.58,1008.83,50.8,7.16,739.6
2023-02-24,13.87,75.79,WG,5.98,24.9,1013.78,65.46,3.43,607.5
2023-09-11,15.2,83.12,EC,3.25,30.94,1014.99,51.97,7.54,713.5
2021-03-10,18.1,72.66,WG,3.28,32.3,1010.22,58.93,3.2,375.6
2022-06-30,19.7,75.42,WG,1.85,31.4,1011.65,49.1,4.76,843.9
2021-02-22,13.19,75.33,WG,7.76,25.72,1010.65,66.49,4.07,880.5
2021-07-24,22.04,91.17,NE,5.23,29.88,1003.31,63.21,13.05,2524.8
2021-05-06,25.88,76.35,CI,0.72,44.56,1002.82,17.84,9.63,1308.2
2021-02-12,23.78,78.35,CI,15.5,30.69,1009.18,71.03,7.99,508.2
2021-04-21,32.48,70.05,NW,0.06,42.79,1000.26,31.18,8.5,697.3
2023-01-31,13.65,76.91,WG,2.69,27.88,1013.49,68.15,7.05,772.7
2024-04-21,19.56,80.36,CI,7.93,30.88,1010.72,67.05,4.88,1001.8
2023-04-28,31.48,73.65,NW,0.99,46.05,1003.35,22.77,5.73,780.1
2021-04-05,26.23,91.03,NE,0.31,25.59,1014.38,44.34,7.39,738.8
2024-10-29,8.2,76.55,WG,16.18,31.9,1013.39,54.24,5.06,1169.8
2023-06-19,20.1,81.57,EC,122.35,27.68,990.91,91.68,19.33,3126.1
2021-12-26,24.51,94.25,NE,2.55,23.74,1014.96,42.51,4.86,490.6
2023-06-19,36.74,77.51,NW,3.78,25.1,1014.88,68.43,4.2,423.7
2021-10-08,28.64,86.9,NE,12.54,28.67,1007.8,46.83,6.42,567.5
2024-05-03,21.06,87.91,EC,2.16,22.46,1007.9,51.47,7.07,906.0
2024-05-03,24.2,89.73,NE,3.15,25.08,1007.93,59.38,4.13,1134.5
2022-10-29,29.98,74.56,NW,7.47,24.97,1009.55,71.28,4.58,314.3
2021-04-03,13.87,80.21,EC,149.17,26.42,976.87,92.49,49.97,2631.4
2022-11-03,12.55,83.96,EC,9.71,28.86,1014.62,52.4,5.85,526.5
2021-03-02,23.4,94.17,NE,4.38,22.37,1011.32,49.63,4.16,552.8
2022-09-26,12.17,88.26,EC,6.85,27.77,1012.49,49.7,7.28,736.7
2023-12-11,28.61,95.91,NE,1.56,28.03,1009.45,41.81,5.89,974.0
2024-11-27,16.88,72.98,WG,2.37,27.98,1013.51,42.02,4.24,345.0
2023-10-26,15.82,81.18,EC,1.73,26.32,1012.14,42.75,3.17,797.6
2022-08-27,29.4,89.0,NE,3.79,30.21,1008.53,57.45,4.69,566.6
2022-11-13,15.02,76.01,WG,5.71,26.92,1011.21,43.79,4.09,306.3
2022-06-18,21.13,86.8,EC,61.2,28.19,992.14,97.99,21.0,2549.8
2024-11-29,16.09,74.6,WG,6.14,32.71,1014.27,43.06,5.79,1117.6
2023-04-18,12.84,75.52,SP,26.64,29.16,1014.96,67.72,4.39,1068.2
2022-10-07,20.72,84.89,EC,0.67,29.74,1009.49,70.61,6.54,684.6
2021-08-21,8.32,80.06,SP,33.13,31.68,1006.18,65.69,11.35,1572.7
2022-06-08,30.36,76.69,NW,6.21,28.81,1009.25,65.92,4.46,313.3
2021-12-12,35.14,76.16,NW,11.9,25.86,1011.19,69.73,3.64,473.7
2023-12-06,21.52,87.96,NE,9.23,23.81,1011.51,51.77,6.9,691.9
2022-06-30,25.0,82.99,CI,69.21,29.08,993.66,96.8,17.47,2397.3
2024-01-07,11.66,77.42,SP,1.27,24.96,1009.21,55.2,3.68,962.2
2024-01-02,9.4,80.33,SP,3.18,32.32,1014.33,54.77,4.1,1073.2
2023-03-05,26.77,69.91,NW,6.11,31.92,1014.3,52.2,4.59,1069.4
2021-09-06,13.29,76.34,SP,12.07,25.09,1008.15,64.32,7.09,1081.3
2021-02-16,25.51,74.11,CI,2.14,32.62,1010.9,73.48,3.05,853.8
2024-02-19,8.07,74.77,WG,3.48,23.65,1006.76,51.77,6.46,1030.5
2021-08-02,13.86,73.24,WG,3.44,28.17,1009.08,71.74,3.99,915.7
2021-08-27,21.96,78.12,CI,139.51,26.7,990.85,89.83,14.2,3668.2
2023-12-16,15.12,75.05,SP,3.85,31.76,1006.27,71.66,7.81,363.0
2021-12-16,15.81,78.43,SP,18.72,28.7,1012.27,58.07,4.71,966.0
2021-04-17,9.21,75.26,SP,6.12,32.86,1010.54,45.88,7.31,645.4
2023-04-11,25.57,87.82,NE,2.56,30.46,1007.09,63.4,5.73,435.7
2021-02-17,14.31,82.21,EC,2.16,31.12,1009.99,57.39,4.23,751.8
2021-12-03,23.2,79.54,CI,1.24,22.75,1008.48,52.58,4.24,723.7
2023-11-16,18.62,79.27,CI,2.54,29.25,1006.34,62.18,7.4,412.1
2023-03-15,24.33,74.81,CI,0.18,24.04,1007.97,50.35,5.28,929.7
2024-07-04,25.12,79.78,CI,2.72,26.76,1012.15,62.57,5.12,604.8
2021-01-08,25.6,75.48,CI,3.11,26.18,1006.81,46.36,6.28,1138.2
2022-09-17,15.95,78.54,SP,0.77,22.93,1006.89,48.94,6.96,1052.3
2024-06-30,25.82,91.18,NE,9.2,31.81,1010.13,59.89,6.42,522.9
2022-12-20,24.31,77.4,NW,4.34,28.0,1012.9,48.2,7.6,648.2
2021-10-30,13.15,75.5,SP,2.45,27.44,1007.04,46.22,7.95,614.8
2022-10-01,8.17,75.28,SP,3.54,23.27,1007.24,61.52,3.12,804.5
2021-02-25,17.7,85.53,EC,0.5,29.55,1007.33,67.11,5.1,383.0
2022-12-27,30.5,71.07,NW,8.01,31.49,1007.68,52.15,5.84,319.4
2022-06-10,22.25,79.16,CI,2.5,27.39,1014.33,47.91,4.99,446.1
2022-04-19,24.25,70.82,NW,0.16,42.83,1002.9,22.55,5.12,516.9
2021-01-28,21.45,95.8,NE,4.1,28.03,1007.9,52.71,4.44,940.6
2021-03-19,16.7,76.98,WG,3.81,26.04,1014.9,71.34,6.29,734.4
2024-05-24,10.42,79.83,SP,17.21,25.87,1014.21,45.78,4.26,651.4
2024-11-10,31.84,72.53,NW,12.63,12.57,1008.69,87.95,13.94,834.4
2021-12-31,13.45,86.65,EC,0.42,22.31,1011.67,46.71,5.88,708.2
2022-10-28,28.69,87.82,NE,3.76,24.03,1013.98,47.86,7.78,506.3
2022-06-10,10.1,75.63,WG,112.92,26.28,1004.2,93.1,10.16,3251.7
2022-11-30,29.3,94.0,NE,4.42,25.54,1006.58,53.69,6.16,374.9
2024-08-28,20.28,78.2,CI,3.45,27.2,1008.81,74.5,7.87,740.7
2023-06-02,12.61,76.33,WG,193.59,24.94,1000.73,98.09,16.28,2810.6
2023-10-28,19.49,85.3,EC,5.42,27.71,1007.45,56.7,5.62,1195.8
2023-10-24,11.3,76.72,WG,1.71,24.78,1012.85,51.73,3.28,1162.1
2023-07-08,18.19,88.73,EC,15.11,22.46,1013.31,61.38,7.41,476.2
2023-01-20,22.64,82.21,CI,3.52,24.06,1014.97,40.32,3.71,947.0
2021-12-29,19.94,83.04,EC,4.85,24.84,1012.43,69.42,5.78,390.8
2024-07-21,29.19,85.26,NE,8.34,32.16,1006.86,61.43,6.03,2469.9
2023-03-17,33.99,77.66,NW,18.26,13.68,1011.05,82.68,15.32,1013.6
2023-01-09,23.88,92.78,NE,10.82,31.23,1008.64,58.27,3.18,338.5
2023-11-05,12.5,79.19,SP,0.31,31.69,1010.94,72.5,4.03,698.4
2024-04-30,28.36,92.24,NE,4.95,29.12,1009.27,67.57,5.05,647.5
2022-04-30,17.79,73.91,WG,12.0,22.24,1014.99,66.01,7.85,746.0
2021-01-28,19.83,78.31,CI,12.96,28.4,1010.72,42.5,6.69,425.1
2022-12-15,13.42,76.03,SP,129.45,27.37,983.75,99.68,27.62,3089.4
2023-11-29,13.44,77.17,SP,6.71,30.7,1012.87,70.54,4.36,1175.1
2024-07-20,14.36,75.2,SP,17.72,30.35,1006.98,59.53,7.08,380.3
2024-06-08,32.68,74.5,NW,9.59,27.34,1006.44,65.11,7.84,350.5
2021-03-27,21.35,86.42,EC,3.26,32.1,1006.22,52.18,4.52,524.1
2021-05-06,17.56,76.57,WG,3.61,31.12,1008.77,50.85,7.96,856.9
2023-03-23,23.4,76.9,CI,13.13,22.46,1012.54,47.41,3.57,639.5
2022-06-21,35.31,75.48,NW,7.26,24.29,1007.57,58.33,6.19,902.1
2021-05-25,24.61,93.53,NE,4.19,30.42,1007.9,51.88,4.9,918.7
2024-05-20,24.94,83.76,CI,4.1,28.88,1010.26,42.11,6.45,1023.7
2021-01-25,15.62,76.79,SP,0.12,31.77,1013.87,70.66,6.32,550.7
2024-11-18,21.37,75.1,CI,2.56,31.82,1011.23,55.43,7.43,532.3
2021-03-08,19.98,82.82,CI,3.14,25.64,1013.69,51.14,4.44,1016.5
2021-08-21,24.07,92.45,NE,6.56,26.26,1013.88,47.89,5.32,738.3
2021-04-19,18.33,87.04,EC,15.04,28.25,1014.83,68.04,3.15,405.3
2024-03-15,10.19,73.87,WG,4.55,23.29,1006.39,57.91,6.76,571.7
2021-04-21,11.59,77.01,SP,0.61,27.16,1006.62,58.68,3.06,933.1
2021-08-16,21.81,87.51,EC,117.36,26.71,996.5,87.95,14.82,1873.5
2021-04-21,30.24,76.79,NW,0.03,48.39,1000.88,31.98,4.96,1271.1
2021-02-03,10.78,79.32,SP,2.18,23.86,1008.3,41.65,3.61,907.8
2022-09-15,10.68,75.98,WG,22.28,22.95,1008.35,43.84,4.86,548.5
2024-10-24,29.93,69.07,NW,6.41,22.86,1013.0,40.07,5.86,881.0
2023-01-18,23.32,89.83,NE,6.48,32.82,1008.69,63.43,4.38,425.6
2022-08-18,19.24,80.66,EC,110.85,29.71,992.79,88.26,18.06,1885.1
2022-03-01,13.28,78.94,SP,4.61,22.45,1009.18,40.8,6.04,699.5
2022-09-05,23.23,81.61,CI,78.16,30.88,995.3,91.23,17.82,3680.1
2022-11-23,10.14,75.14,WG,0.57,30.05,1009.92,54.63,3.56,1061.0
2024-07-29,15.53,78.36,SP,2.81,25.1,1014.82,63.87,7.03,394.7
2024-09-05,22.89,81.36,CI,7.54,27.94,1013.32,70.97,3.45,965.4
2021-11-11,10.67,78.85,SP,3.11,23.08,1010.02,50.03,7.32,827.7
2023-05-27,35.91,68.11,NW,0.23,42.91,998.47,24.89,6.13,821.8
2024-11-01,24.96,76.19,CI,11.37,31.28,1012.11,72.18,6.27,857.1
2024-08-05,21.65,82.52,CI,54.93,26.47,991.8,97.71,23.53,2468.7
2024-12-31,14.59,79.91,SP,6.83,28.16,1011.76,74.14,4.8,953.3
2022-10-24,28.99,90.37,NE,4.41,28.39,1007.34,66.38,4.99,416.3
2021-10-04,26.58,89.69,NE,0.96,22.13,1012.21,66.21,3.23,439.3
2022-09-16,14.86,83.88,EC,3.21,32.99,1014.06,54.24,5.65,1088.0
