forecast_id,valid_date,region_id,region_name,latitude,longitude,lead_time_days,rain_forecast,temp_forecast,mslp_forecast,rh_forecast,wind_forecast,cape_forecast,ensemble_spread,synoptic_regime
FC_0000383,2023-06-22,CI,Central India,22.16,76.17,2,7.6,25.48,1013.53,58.79,6.03,1119.6,7.45,normal_monsoon
FC_0000384,2021-02-05,EC,Bay of Bengal & East Coast,19.18,80.39,9,5.7,24.07,1011.95,45.38,1.51,1578.5,12.95,fair_weather
FC_0000385,2022-11-16,SP,Southern Peninsula,14.65,79.61,7,0.0,8.43,1014.25,12.41,8.29,1266.1,29.14,post_monsoon
FC_0000386,2021-01-20,WG,Western Ghats & West Coast,17.99,73.19,8,0.0,25.82,1012.59,44.06,5.57,1224.4,12.08,fair_weather
FC_0000387,2021-11-17,CI,Central India,23.04,74.14,9,0.0,31.52,1015.23,35.1,4.78,1769.3,13.17,post_monsoon
FC_0000388,2022-05-27,CI,Central India,24.78,81.23,3,14.43,25.22,1004.28,54.73,7.21,906.0,8.59,pre_monsoon
FC_0000389,2022-02-04,NE,East & Northeast India,25.51,93.77,6,0.0,14.58,1010.31,43.92,4.4,2083.7,24.93,fair_weather
FC_0000390,2022-10-16,WG,Western Ghats & West Coast,9.13,74.88,8,0.0,27.55,1007.63,62.38,0.5,735.6,13.06,post_monsoon
FC_0000391,2023-08-30,NE,East & Northeast India,23.48,96.67,1,0.0,22.12,1009.17,56.77,4.63,525.4,10.21,normal_monsoon
FC_0000392,2022-04-16,SP,Southern Peninsula,14.86,79.03,6,11.8,22.05,1004.28,40.77,10.51,362.2,13.54,pre_monsoon
FC_0000393,2024-03-12,WG,Western Ghats & West Coast,19.2,74.06,3,137.08,16.65,1017.37,74.57,5.75,1229.7,20.65,fair_weather
FC_0000394,2024-01-21,CI,Central India,25.21,77.25,8,27.52,29.8,1004.84,57.48,4.45,1072.6,11.68,fair_weather
FC_0000395,2024-10-09,NE,East & Northeast India,27.23,93.84,9,0.0,44.84,1009.02,21.06,3.37,225.2,38.17,post_monsoon
FC_0000396,2023-04-14,EC,Bay of Bengal & East Coast,11.2,83.25,5,4.19,30.14,1007.68,60.81,7.29,934.9,8.33,pre_monsoon
FC_0000397,2022-12-28,WG,Western Ghats & West Coast,8.23,76.99,2,0.0,23.26,1013.7,58.95,7.3,531.1,7.62,post_monsoon
FC_0000398,2023-05-04,CI,Central India,18.98,79.43,7,21.82,19.41,1014.8,43.91,7.06,965.2,13.98,pre_monsoon
FC_0000399,2021-02-20,NW,Northwest India,34.28,70.01,6,10.82,17.83,1013.16,58.42,16.37,1093.8,9.72,western_disturbance
FC_0000400,2022-07-29,WG,Western Ghats & West Coast,13.82,75.23,6,12.76,29.8,1015.66,79.05,1.69,1065.9,9.52,normal_monsoon
FC_0000401,2024-04-28,WG,Western Ghats & West Coast,9.92,76.0,1,5.78,32.58,1010.57,60.87,5.31,665.1,4.54,pre_monsoon
FC_0000402,2024-02-23,SP,Southern Peninsula,10.39,76.16,1,0.0,33.32,1014.2,47.6,7.54,769.2,8.37,fair_weather
FC_0000403,2021-05-30,EC,Bay of Bengal & East Coast,17.14,83.69,6,254.96,26.06,986.77,80.28,40.01,3367.4,9.87,cyclone
FC_0000404,2021-11-10,SP,Southern Peninsula,15.36,79.84,6,5.21,27.14,1016.28,45.11,5.98,1101.2,11.99,post_monsoon
FC_0000405,2022-07-24,WG,Western Ghats & West Coast,13.8,74.12,4,103.31,23.48,1008.31,100.0,20.39,2649.1,7.55,heavy_rainfall
FC_0000406,2024-09-27,WG,Western Ghats & West Coast,11.91,73.7,8,21.28,21.02,1007.22,100.0,12.83,4157.6,35.68,heavy_rainfall
FC_0000407,2021-11-01,EC,Bay of Bengal & East Coast,16.99,87.24,9,0.0,38.29,1013.86,45.3,12.46,1463.4,12.96,post_monsoon
FC_0000408,2022-11-13,EC,Bay of Bengal & East Coast,14.42,81.71,6,83.5,21.97,1002.23,94.61,23.9,2944.6,16.66,cyclone
FC_0000409,2023-04-18,NE,East & Northeast India,25.04,85.83,10,13.11,50.61,1014.81,45.75,7.31,1969.8,36.81,pre_monsoon
FC_0000410,2023-12-14,CI,Central India,23.61,79.18,8,31.2,33.05,1014.46,67.06,3.55,1050.0,13.78,post_monsoon
FC_0000411,2023-09-30,CI,Central India,21.97,77.0,8,1.46,27.68,1008.65,77.04,4.34,50.0,13.68,normal_monsoon
FC_0000412,2022-03-20,NE,East & Northeast India,28.69,86.09,2,7.9,24.77,1013.88,56.9,2.83,85.3,5.14,fair_weather
FC_0000413,2022-09-05,CI,Central India,24.96,77.77,4,40.07,27.43,1004.43,82.56,5.38,3814.2,18.07,monsoon_depression
FC_0000414,2023-09-20,WG,Western Ghats & West Coast,18.57,75.78,1,177.06,27.6,1005.59,97.73,12.78,2081.3,3.28,heavy_rainfall
FC_0000415,2021-09-21,NE,East & Northeast India,21.89,94.98,1,0.0,24.34,1011.25,72.87,6.15,1176.2,3.77,normal_monsoon
FC_0000416,2023-12-13,NE,East & Northeast India,26.8,85.39,6,17.16,28.47,1013.78,78.23,2.37,360.9,9.89,post_monsoon
FC_0000417,2023-10-01,CI,Central India,19.07,80.36,7,32.1,27.24,1013.22,37.34,6.02,1642.6,13.14,post_monsoon
FC_0000418,2021-01-05,NW,Northwest India,32.61,75.47,5,2.24,31.18,1015.04,28.12,4.62,488.1,11.36,fair_weather
FC_0000419,2024-02-01,CI,Central India,23.76,80.6,8,86.4,10.15,1015.73,80.29,3.29,419.9,23.53,fair_weather
FC_0000420,2024-05-04,SP,Southern Peninsula,14.13,78.16,9,10.09,28.86,1012.33,67.13,3.05,567.5,13.08,pre_monsoon
FC_0000421,2023-02-13,NW,Northwest India,27.39,77.12,4,0.21,34.46,1008.2,76.61,6.11,705.5,17.9,fair_weather
FC_0000422,2023-05-27,NE,East & Northeast India,21.15,89.4,1,9.99,33.36,1012.82,37.49,4.99,880.2,3.3,pre_monsoon
FC_0000423,2023-09-19,NW,Northwest India,33.48,72.27,6,0.2,27.59,1008.12,51.15,4.35,50.0,10.05,normal_monsoon
FC_0000424,2023-06-03,WG,Western Ghats & West Coast,8.3,72.8,1,85.38,24.39,1005.28,89.02,19.89,3600.7,4.17,heavy_rainfall
FC_0000425,2024-10-05,EC,Bay of Bengal & East Coast,18.14,88.68,2,283.06,28.1,991.15,98.96,13.29,3389.0,16.7,cyclone
FC_0000426,2021-02-16,NW,Northwest India,31.17,73.07,4,11.48,14.27,1003.71,93.73,11.04,903.9,22.07,western_disturbance
FC_0000427,2023-05-17,SP,Southern Peninsula,10.55,76.41,4,12.91,29.4,1011.16,57.24,2.55,366.8,7.77,pre_monsoon
FC_0000428,2023-04-03,EC,Bay of Bengal & East Coast,11.23,82.46,6,0.0,30.86,1011.93,51.81,6.39,375.3,10.11,pre_monsoon
FC_0000429,2023-07-25,WG,Western Ghats & West Coast,13.39,73.39,8,52.84,26.69,1009.45,85.89,1.78,2783.0,37.78,heavy_rainfall
FC_0000430,2022-10-18,SP,Southern Peninsula,8.7,78.95,3,3.48,32.81,1010.98,46.87,3.79,810.7,6.88,post_monsoon
FC_0000431,2021-09-26,EC,Bay of Bengal & East Coast,20.84,88.43,6,0.0,31.7,1004.06,74.64,14.86,1166.9,21.46,normal_monsoon
FC_0000432,2022-01-05,WG,Western Ghats & West Coast,15.42,72.74,3,15.67,32.78,1008.8,59.83,4.77,1487.0,16.35,fair_weather
FC_0000433,2022-09-28,EC,Bay of Bengal & East Coast,19.15,80.99,2,31.29,31.21,991.58,99.81,23.27,3664.2,4.47,monsoon_depression
FC_0000434,2024-02-04,EC,Bay of Bengal & East Coast,18.37,87.01,4,5.21,25.72,1011.12,87.19,0.5,1504.2,7.22,fair_weather
FC_0000435,2022-10-19,CI,Central India,23.81,83.52,4,27.75,21.51,1014.6,69.42,5.7,1708.6,11.52,post_monsoon
FC_0000436,2021-04-30,SP,Southern Peninsula,13.91,78.81,2,0.0,17.6,1012.08,68.05,6.83,1419.4,16.62,pre_monsoon
FC_0000437,2023-04-11,SP,Southern Peninsula,10.09,80.09,3,0.0,24.19,1008.5,38.44,2.17,1085.6,6.35,pre_monsoon
FC_0000438,2023-12-18,NW,Northwest India,26.33,77.05,9,0.0,28.64,1009.0,70.65,4.42,1585.6,12.98,post_monsoon
FC_0000439,2024-10-01,SP,Southern Peninsula,10.5,75.72,10,0.0,28.02,1001.34,30.65,11.65,379.8,14.68,post_monsoon
FC_0000440,2023-01-11,SP,Southern Peninsula,14.61,75.01,9,290.52,35.06,1010.7,100.0,8.39,1144.7,23.73,fair_weather
FC_0000441,2021-04-27,EC,Bay of Bengal & East Coast,20.15,82.36,10,42.56,31.29,1009.76,67.92,7.89,650.2,16.16,pre_monsoon
FC_0000442,2023-03-02,NE,East & Northeast India,28.52,93.3,7,0.0,21.37,1010.16,64.49,11.74,50.0,12.36,fair_weather
FC_0000443,2024-02-25,CI,Central India,23.33,77.65,2,0.0,24.49,1012.98,74.71,6.31,875.4,9.4,fair_weather
FC_0000444,2024-11-17,NW,Northwest India,24.77,76.3,5,7.31,26.58,1021.02,65.73,10.31,263.3,8.52,post_monsoon
FC_0000445,2023-10-10,CI,Central India,19.37,77.72,8,0.0,26.21,1015.26,47.34,2.13,393.1,12.77,post_monsoon
FC_0000446,2023-12-18,NW,Northwest India,31.8,72.82,1,1.36,25.74,1015.07,50.05,5.23,1054.5,3.62,post_monsoon
FC_0000447,2022-09-26,WG,Western Ghats & West Coast,10.38,73.13,1,210.48,23.65,1004.28,100.0,20.78,2138.8,5.83,heavy_rainfall
FC_0000448,2022-05-28,EC,Bay of Bengal & East Coast,12.36,87.77,6,197.64,28.04,985.07,94.56,44.11,4471.8,13.59,cyclone
FC_0000449,2023-03-13,SP,Southern Peninsula,8.25,80.37,7,38.62,30.82,1007.27,36.57,3.36,1075.0,11.98,fair_weather
FC_0000450,2024-01-25,SP,Southern Peninsula,9.59,75.61,7,106.1,20.26,1015.46,65.85,7.81,736.8,29.42,fair_weather
FC_0000451,2024-02-16,NE,East & Northeast India,25.9,85.96,3,33.29,24.63,1014.37,81.95,6.39,188.0,6.09,fair_weather
FC_0000452,2022-07-14,CI,Central India,22.82,82.51,10,0.0,18.68,1014.43,76.02,4.94,949.4,14.01,normal_monsoon
FC_0000453,2022-05-03,CI,Central India,18.38,82.0,4,0.0,35.2,1014.48,76.12,8.66,548.9,15.12,pre_monsoon
FC_0000454,2024-06-14,CI,Central India,21.16,75.59,9,19.67,22.88,1005.33,43.48,0.5,989.2,17.02,normal_monsoon
FC_0000455,2023-06-16,SP,Southern Peninsula,9.41,80.05,10,0.0,34.09,1023.61,68.58,10.82,1110.3,28.42,normal_monsoon
FC_0000456,2024-07-19,CI,Central India,18.88,82.67,4,0.0,30.32,1010.78,78.13,4.49,165.8,7.65,normal_monsoon
FC_0000457,2024-04-27,EC,Bay of Bengal & East Coast,16.99,80.35,5,57.64,29.04,1011.12,55.98,4.49,670.5,9.85,pre_monsoon
FC_0000458,2022-12-05,NW,Northwest India,30.04,76.17,6,6.39,27.03,1008.28,66.92,2.77,718.3,9.24,post_monsoon
FC_0000459,2022-08-04,SP,Southern Peninsula,13.81,77.69,7,25.64,23.67,1003.79,90.79,11.55,3490.1,11.73,active_break_monsoon
FC_0000460,2023-03-01,EC,Bay of Bengal & East Coast,20.46,81.08,5,11.83,32.02,1012.67,55.8,4.48,308.4,11.95,fair_weather
FC_0000461,2023-05-11,WG,Western Ghats & West Coast,18.92,76.31,7,31.22,28.63,1016.71,95.2,4.92,409.2,10.42,pre_monsoon
FC_0000462,2021-09-04,EC,Bay of Bengal & East Coast,18.79,87.36,2,0.0,27.41,1006.54,44.89,0.81,775.3,7.0,normal_monsoon
FC_0000463,2024-01-05,EC,Bay of Bengal & East Coast,16.98,86.08,7,0.0,25.56,1019.38,75.48,6.31,1084.3,10.61,fair_weather
FC_0000464,2021-06-03,WG,Western Ghats & West Coast,14.73,74.1,5,27.52,32.55,1008.19,47.46,5.48,721.8,10.09,normal_monsoon
FC_0000465,2024-12-29,EC,Bay of Bengal & East Coast,17.26,82.32,10,3.86,23.02,1021.69,49.95,2.17,898.5,14.82,post_monsoon
FC_0000466,2023-09-24,NW,Northwest India,29.72,70.81,5,41.35,31.7,1015.79,49.2,5.38,698.1,28.04,normal_monsoon
FC_0000467,2024-01-15,SP,Southern Peninsula,8.98,76.77,6,0.0,29.79,1013.68,57.73,2.96,183.3,10.87,fair_weather
FC_0000468,2022-11-28,NE,East & Northeast India,28.24,89.57,9,0.0,27.29,1016.67,64.11,0.5,369.2,38.3,post_monsoon
FC_0000469,2024-08-01,WG,Western Ghats & West Coast,16.98,73.29,4,55.29,29.18,1002.12,100.0,17.25,1867.1,9.72,heavy_rainfall
FC_0000470,2024-05-28,SP,Southern Peninsula,11.4,75.63,5,0.0,29.35,1007.13,37.54,3.93,863.0,9.64,pre_monsoon
FC_0000471,2023-12-29,CI,Central India,19.11,80.17,5,4.02,20.63,1011.89,44.33,3.48,605.1,12.17,post_monsoon
FC_0000472,2023-12-07,NW,Northwest India,31.9,70.13,3,14.94,27.75,1013.38,54.22,6.4,617.1,6.2,post_monsoon
FC_0000473,2023-10-06,NE,East & Northeast India,25.03,95.36,3,13.72,30.67,1011.71,67.01,3.58,1209.7,7.7,post_monsoon
FC_0000474,2021-04-04,NW,Northwest India,26.26,68.19,1,0.0,28.78,1010.92,48.14,5.8,892.0,4.67,pre_monsoon
FC_0000475,2023-08-16,NW,Northwest India,32.48,68.53,4,2.13,24.81,1012.42,53.72,2.38,1277.6,8.41,normal_monsoon
FC_0000476,2023-10-09,CI,Central India,25.84,80.1,9,5.46,33.61,996.62,64.49,2.51,3197.8,12.94,post_monsoon
FC_0000477,2022-03-29,NE,East & Northeast India,25.0,90.16,2,0.0,27.48,1015.05,67.31,8.92,657.1,12.99,fair_weather
FC_0000478,2024-05-12,NW,Northwest India,31.45,68.91,10,0.0,26.56,1009.15,24.95,6.49,1879.1,15.96,pre_monsoon
FC_0000479,2023-07-01,CI,Central India,25.44,80.26,4,38.54,29.08,1001.86,91.41,10.55,2361.6,15.43,monsoon_depression
FC_0000480,2021-08-06,WG,Western Ghats & West Coast,10.21,75.03,9,18.02,23.32,1011.34,88.67,0.5,50.0,15.25,normal_monsoon
FC_0000481,2022-04-19,CI,Central India,19.07,74.18,9,19.93,22.04,1002.48,88.72,1.07,844.8,13.52,pre_monsoon
FC_0000482,2022-03-08,EC,Bay of Bengal & East Coast,17.94,85.84,8,39.02,32.11,1009.27,62.89,1.67,209.0,11.66,fair_weather
FC_0000483,2021-12-07,SP,Southern Peninsula,12.67,76.01,2,6.11,27.78,1009.65,72.33,4.32,176.8,6.1,post_monsoon
FC_0000484,2022-07-05,CI,Central India,22.83,74.57,3,120.17,31.98,995.02,99.53,16.88,2173.7,8.54,monsoon_depression
FC_0000485,2024-08-05,CI,Central India,22.87,79.54,6,139.57,27.72,991.39,94.27,18.2,1434.9,10.84,monsoon_depression
FC_0000486,2024-07-01,CI,Central India,23.24,82.95,2,7.46,25.74,1007.82,74.93,3.94,83.2,4.45,normal_monsoon
FC_0000487,2021-12-23,NW,Northwest India,35.05,77.81,3,7.22,26.7,1012.02,81.48,1.94,584.0,6.34,post_monsoon
FC_0000488,2021-01-23,NE,East & Northeast India,29.3,94.27,1,7.24,23.1,1010.46,75.91,6.84,1203.5,6.26,fair_weather
FC_0000489,2022-06-06,CI,Central India,25.65,82.67,4,14.21,29.38,1000.49,94.3,5.69,3567.9,24.18,monsoon_depression
FC_0000490,2024-01-29,CI,Central India,23.82,74.75,6,32.78,27.79,1011.39,72.49,6.0,1185.0,9.31,fair_weather
FC_0000491,2023-03-13,EC,Bay of Bengal & East Coast,11.54,87.54,1,4.8,33.96,1009.99,74.24,6.22,684.2,3.53,fair_weather
FC_0000492,2024-04-18,EC,Bay of Bengal & East Coast,16.39,87.33,1,9.81,30.14,1011.71,50.28,4.58,1038.9,5.37,pre_monsoon
FC_0000493,2024-05-31,WG,Western Ghats & West Coast,11.76,74.29,8,5.88,29.9,1010.93,60.86,0.5,541.3,12.25,pre_monsoon
FC_0000494,2023-02-01,WG,Western Ghats & West Coast,16.4,76.62,7,74.32,47.37,1011.07,54.21,5.74,1073.9,38.11,fair_weather
FC_0000495,2022-03-18,EC,Bay of Bengal & East Coast,11.97,87.75,7,0.0,26.43,1021.43,52.67,8.45,695.5,12.02,fair_weather
FC_0000496,2023-02-08,NE,East & Northeast India,27.74,88.79,7,16.36,31.6,1002.51,70.7,11.13,758.9,10.69,fair_weather
FC_0000497,2023-10-13,WG,Western Ghats & West Coast,12.26,72.71,5,22.53,23.22,1012.79,60.6,5.14,1894.2,8.2,post_monsoon
FC_0000498,2024-09-10,SP,Southern Peninsula,8.13,77.62,4,49.01,21.2,1009.73,59.62,7.95,544.0,13.13,normal_monsoon
FC_0000499,2022-05-31,SP,Southern Peninsula,8.76,76.07,7,13.13,25.59,1015.03,60.4,7.28,516.6,10.58,pre_monsoon
FC_0000500,2023-11-06,NE,East & Northeast India,28.2,91.85,3,0.0,36.61,1008.17,64.0,4.93,1258.8,19.58,post_monsoon
FC_0000501,2023-03-03,EC,Bay of Bengal & East Coast,17.97,81.69,9,249.36,10.45,1013.45,79.41,0.5,734.0,24.06,fair_weather
FC_0000502,2021-12-02,WG,Western Ghats & West Coast,17.94,76.41,2,11.53,26.41,1014.77,50.71,2.6,1127.0,11.23,post_monsoon
FC_0000503,2021-09-15,CI,Central India,22.19,83.13,1,9.08,29.08,1007.44,85.43,13.4,3612.5,9.09,monsoon_depression
FC_0000504,2022-05-12,EC,Bay of Bengal & East Coast,20.29,86.58,8,7.1,27.44,1005.26,61.06,2.7,1331.3,15.56,pre_monsoon
FC_0000505,2023-06-15,WG,Western Ghats & West Coast,16.81,72.97,6,0.0,24.63,1021.5,31.45,4.15,1340.4,10.33,normal_monsoon
FC_0000506,2021-06-09,NE,East & Northeast India,23.3,85.8,4,0.0,28.56,1006.35,56.47,5.28,681.4,9.57,normal_monsoon
FC_0000507,2023-05-02,SP,Southern Peninsula,8.07,75.87,10,3.67,34.04,1007.34,32.93,6.25,2400.2,14.76,pre_monsoon
FC_0000508,2022-11-21,NE,East & Northeast India,28.48,87.88,9,12.84,28.78,1009.77,100.0,13.86,1018.7,13.3,post_monsoon
FC_0000509,2022-01-15,WG,Western Ghats & West Coast,19.64,75.19,5,18.36,31.01,1015.92,73.69,1.82,813.9,8.16,fair_weather
FC_0000510,2023-08-15,NE,East & Northeast India,23.02,90.97,1,2.17,27.99,1006.1,58.91,4.46,838.9,3.31,normal_monsoon
FC_0000511,2022-11-22,WG,Western Ghats & West Coast,10.63,76.93,1,10.48,31.71,1015.13,31.37,2.9,669.3,3.36,post_monsoon
FC_0000512,2024-12-21,WG,Western Ghats & West Coast,18.17,72.62,7,0.0,27.82,1009.55,42.36,16.03,1003.0,29.09,post_monsoon
FC_0000513,2024-07-15,NE,East & Northeast India,29.06,93.65,1,8.8,30.26,1014.66,56.06,4.14,841.6,4.64,normal_monsoon
FC_0000514,2024-12-11,NW,Northwest India,25.07,74.71,6,27.15,18.14,1001.24,39.75,4.69,1358.2,29.83,post_monsoon
FC_0000515,2024-04-06,CI,Central India,23.18,76.19,7,43.62,36.95,1009.47,77.42,11.28,1269.7,10.49,pre_monsoon
FC_0000516,2023-12-03,EC,Bay of Bengal & East Coast,19.34,80.78,10,15.72,16.72,1006.68,62.85,7.08,50.0,14.67,post_monsoon
FC_0000517,2021-10-12,SP,Southern Peninsula,11.92,75.05,5,213.82,27.39,971.02,93.6,35.95,3495.5,12.3,cyclone
FC_0000518,2022-02-01,CI,Central India,25.75,81.52,3,22.66,29.27,1009.86,69.42,11.77,197.7,5.93,fair_weather
FC_0000519,2021-01-12,EC,Bay of Bengal & East Coast,12.75,83.08,3,0.0,30.39,1013.1,74.15,4.43,883.7,18.77,fair_weather
FC_0000520,2024-08-18,EC,Bay of Bengal & East Coast,12.77,86.9,2,0.0,24.1,1014.47,69.66,6.18,845.8,5.63,normal_monsoon
FC_0000521,2024-06-30,SP,Southern Peninsula,8.47,79.62,1,18.31,30.66,1006.98,71.77,10.91,2307.0,4.19,active_break_monsoon
FC_0000522,2022-05-14,CI,Central India,25.54,80.77,8,0.0,40.06,998.79,27.65,12.89,50.0,30.59,heat_wave
FC_0000523,2023-01-24,SP,Southern Peninsula,9.7,76.98,9,0.0,25.19,1012.26,96.34,0.5,1438.6,15.6,fair_weather
FC_0000524,2021-02-04,WG,Western Ghats & West Coast,13.73,75.22,2,9.46,31.84,1007.82,59.5,5.47,673.5,7.0,fair_weather
FC_0000525,2022-12-28,SP,Southern Peninsula,13.35,78.05,4,0.0,30.49,1013.76,54.04,6.42,931.5,10.75,post_monsoon
FC_0000526,2023-04-29,NE,East & Northeast India,23.99,95.69,3,0.0,26.39,1010.77,68.62,4.02,326.0,15.86,pre_monsoon
FC_0000527,2021-03-31,NW,Northwest India,25.06,72.66,4,2.86,24.48,1013.9,71.85,5.25,1258.2,14.0,fair_weather
FC_0000528,2023-02-15,NW,Northwest India,34.08,68.61,4,40.45,17.34,1004.79,77.49,12.51,894.1,7.39,western_disturbance
FC_0000529,2022-08-28,NW,Northwest India,33.17,76.2,8,17.04,28.2,1010.25,66.69,4.9,50.0,12.73,normal_monsoon
FC_0000530,2023-08-28,CI,Central India,23.29,74.13,3,127.35,27.6,990.68,94.56,14.41,3006.8,5.66,monsoon_depression
FC_0000531,2023-10-19,CI,Central India,19.44,77.42,3,0.0,21.05,1010.99,49.82,5.73,485.7,6.29,post_monsoon
FC_0000532,2022-02-22,WG,Western Ghats & West Coast,10.8,76.83,6,23.59,21.53,1016.44,74.95,8.87,1127.5,11.6,fair_weather
FC_0000533,2021-04-25,NW,Northwest India,32.47,70.97,3,5.67,21.57,1007.74,53.62,1.59,1207.1,7.25,pre_monsoon
FC_0000534,2022-09-09,WG,Western Ghats & West Coast,19.16,75.83,5,0.0,5.73,1013.67,29.84,4.14,698.7,20.79,normal_monsoon
FC_0000535,2024-05-04,NW,Northwest India,27.7,71.79,4,13.78,30.09,1005.05,59.54,4.8,1537.6,6.93,pre_monsoon
FC_0000536,2023-04-06,CI,Central India,19.6,83.71,4,0.0,19.75,1013.6,56.31,11.13,812.2,9.88,pre_monsoon
FC_0000537,2024-01-04,NE,East & Northeast India,25.4,95.75,2,8.28,20.57,1005.11,59.56,6.25,613.9,8.83,fair_weather
FC_0000538,2022-02-17,NE,East & Northeast India,23.95,95.33,9,0.0,52.02,1020.03,73.7,2.38,1199.7,43.92,fair_weather
FC_0000539,2024-10-31,NE,East & Northeast India,21.46,96.79,5,44.07,20.77,1012.96,65.22,4.19,1365.9,8.87,post_monsoon
FC_0000540,2024-12-14,SP,Southern Peninsula,15.3,77.0,5,105.68,30.3,965.12,93.87,47.79,3214.7,9.29,cyclone
FC_0000541,2022-12-30,NE,East & Northeast India,27.59,94.03,7,0.0,30.41,1008.49,75.93,0.7,73.2,12.79,post_monsoon
FC_0000542,2024-07-24,EC,Bay of Bengal & East Coast,20.91,82.77,3,17.13,32.15,1005.2,45.81,7.06,1396.8,17.49,normal_monsoon
FC_0000543,2023-10-18,NW,Northwest India,30.05,76.65,6,1.76,30.58,1013.53,50.43,8.84,208.1,11.16,post_monsoon
FC_0000544,2023-01-31,NE,East & Northeast India,27.62,89.72,1,13.25,26.37,1010.1,69.81,7.46,763.2,4.43,fair_weather
FC_0000545,2022-11-07,EC,Bay of Bengal & East Coast,20.3,80.42,5,0.0,34.21,1013.7,56.67,3.03,670.3,8.1,post_monsoon
FC_0000546,2024-11-18,EC,Bay of Bengal & East Coast,19.6,81.86,5,381.74,29.16,991.54,97.21,37.86,3820.8,8.84,cyclone
FC_0000547,2022-04-02,EC,Bay of Bengal & East Coast,14.15,84.44,9,30.62,27.44,1010.35,49.15,4.87,301.3,16.03,pre_monsoon
FC_0000548,2023-07-09,WG,Western Ghats & West Coast,13.4,74.84,5,23.97,27.2,1006.42,56.5,8.38,184.7,10.44,normal_monsoon
FC_0000549,2021-07-11,WG,Western Ghats & West Coast,14.54,73.99,8,22.5,23.45,1011.21,67.07,7.23,50.0,13.79,normal_monsoon
FC_0000550,2023-01-09,EC,Bay of Bengal & East Coast,12.93,86.92,3,16.27,31.08,1011.71,51.87,8.65,994.8,6.73,fair_weather
FC_0000551,2024-01-28,SP,Southern Peninsula,11.2,77.78,6,42.4,39.15,1010.69,65.0,2.15,157.4,19.5,fair_weather
FC_0000552,2023-09-05,NE,East & Northeast India,26.48,95.92,2,13.1,33.38,1008.68,81.09,7.46,1742.2,5.04,active_break_monsoon
FC_0000553,2023-10-06,NW,Northwest India,33.2,68.45,9,19.73,5.53,1001.88,97.13,11.95,1031.3,15.81,western_disturbance
FC_0000554,2021-04-06,SP,Southern Peninsula,14.71,80.44,6,3.76,23.82,1015.17,70.54,5.84,1294.7,9.71,pre_monsoon
FC_0000555,2022-10-25,CI,Central India,21.78,83.7,5,103.21,21.36,1009.2,42.7,4.18,961.4,22.65,post_monsoon
FC_0000556,2024-04-28,WG,Western Ghats & West Coast,14.57,74.57,9,0.0,15.5,1016.24,72.09,0.5,574.8,36.93,pre_monsoon
FC_0000557,2021-02-06,NE,East & Northeast India,23.82,92.89,1,0.0,22.44,1011.22,43.61,4.39,526.9,4.47,fair_weather
FC_0000558,2024-10-24,NE,East & Northeast India,22.95,86.26,3,12.62,26.57,1013.15,69.96,3.66,478.5,5.84,post_monsoon
FC_0000559,2021-10-06,CI,Central India,18.22,76.92,2,20.72,21.62,1009.7,56.97,4.37,665.5,14.97,post_monsoon
FC_0000560,2021-08-05,CI,Central India,21.17,79.52,9,0.0,32.65,999.28,16.9,4.2,821.1,13.82,normal_monsoon
FC_0000561,2023-05-17,NE,East & Northeast India,23.49,96.81,6,0.0,55.62,1008.69,29.09,2.95,1422.8,22.38,pre_monsoon
FC_0000562,2023-05-23,CI,Central India,20.33,78.41,6,74.48,15.9,1010.94,59.45,8.5,336.0,30.05,pre_monsoon
FC_0000563,2024-07-20,NE,East & Northeast India,21.88,88.13,5,0.57,29.01,1009.1,50.28,10.66,392.6,9.26,normal_monsoon
FC_0000564,2021-03-03,SP,Southern Peninsula,8.39,78.08,4,14.17,31.62,1015.67,41.15,1.26,2125.7,9.14,fair_weather
FC_0000565,2022-08-19,CI,Central India,24.01,75.96,4,33.23,26.12,1003.83,95.99,12.4,2323.6,18.49,monsoon_depression
FC_0000566,2022-12-30,SP,Southern Peninsula,10.94,75.09,2,13.25,31.02,1009.77,61.26,4.63,731.0,4.49,post_monsoon
FC_0000567,2024-09-27,SP,Southern Peninsula,14.72,79.29,7,0.0,31.59,1004.39,81.5,16.67,975.9,12.72,active_break_monsoon
FC_0000568,2022-02-01,CI,Central India,18.51,77.65,6,12.17,27.27,1013.46,76.52,7.16,763.2,11.29,fair_weather
FC_0000569,2022-11-30,NE,East & Northeast India,29.12,89.7,3,5.19,30.21,1007.9,75.11,2.96,1307.8,7.67,post_monsoon
FC_0000570,2023-11-09,EC,Bay of Bengal & East Coast,16.79,83.2,7,250.23,26.04,983.83,92.51,45.37,3107.5,13.71,cyclone
FC_0000571,2021-06-26,NE,East & Northeast India,26.07,96.74,9,0.0,38.49,1009.23,68.01,0.5,1264.1,44.91,normal_monsoon
FC_0000572,2022-01-31,NW,Northwest India,36.97,75.75,10,4.55,19.62,1011.68,97.03,14.33,936.9,33.05,western_disturbance
FC_0000573,2022-03-21,CI,Central India,21.23,78.94,1,6.65,32.75,1012.25,40.56,7.84,1026.6,3.24,fair_weather
FC_0000574,2024-06-10,WG,Western Ghats & West Coast,12.28,76.94,10,243.12,35.91,1008.78,100.0,18.43,4405.8,15.65,heavy_rainfall
